TRACT_ID,TOTAL_KWH,TOTAL_THERMS,TOTAL_SQFT,TOTAL_SQFT,KWH_PER_SQFT,THERMS_PER_SQFT,KWH_PER_SQMETER,THERMS_PER_SQMETER
Census Tract 221600,8052643,1139430,1345710,1386707,5.983936361,0.821680427,64.41058266,8.844498316
Census Tract 222200,6230007,738840,981219,1001585,6.349252308,0.737670792,68.34281248,7.940225739
Census Tract 222500,7549919,518161,588745,618042,12.82375052,0.838391242,138.0337612,9.024372109
Census Tract 222600,3496563,545483,655709,625866,5.332492005,0.871565159,57.39849095,9.381453336
Census Tract 222700,4386274,626183,753636,728503,5.82014925,0.859547593,62.64759211,9.252097271
Census Tract 222800,2176651,360070,417740,418812,5.210540049,0.859741364,56.08581046,9.254183004
Census Tract 222900,2185939,315018,345082,343608,6.334549469,0.91679472,68.18455238,9.868300481
Census Tract 230100,2745280,504096,602587,570015,4.555823474,0.884355675,49.03849687,9.519129359
Census Tract 230200,4030037,527814,608657,581648,6.621195517,0.90744574,71.26998609,9.767668863
Census Tract 230300,1749182,232594,254033,243870,6.885648715,0.95376225,74.11653784,10.26621584
Census Tract 230400,5190330,737385,795790,750054,6.522235766,0.983109216,70.20479173,10.58210409
Census Tract 230500,10155078,1134391,1164321,1148471,8.721888551,0.987740222,93.88166745,10.63195184
Census Tract 230600,14346098,4088912,2057069,2240763,6.974048027,1.824785575,75.06806052,19.64183692
Census Tract 230700,11392425,1825631,1799385,1833448,6.33128819,0.995736448,68.14944824,10.71802254
Census Tract 230800,2277389,389850,347962,337278,6.544935941,1.155871418,70.44913449,12.44170175
Census Tract 230900,9611454,1633835,1850542,1883325,5.19385888,0.867526847,55.90625577,9.337985291
Census Tract 231100,2289232,356449,343450,336789,6.665401077,1.058374828,71.74581098,11.39225674
Census Tract 231200,9674118,1686391,1775342,1702586,5.449157402,0.990487999,58.65426737,10.66152868
Census Tract 231500,10117007,1694086,1826377,1686770,5.539385899,1.004337284,59.62547925,10.8106012
Census Tract 240200,6130604,555023,824063,842400,7.439484603,0.658859212,80.07798029,7.091904586
Census Tract 240300,7211108,736139,867832,890124,8.309336369,0.827007248,89.44099081,8.901835769
Census Tract 240500,8119662,834140,1140149,1133942,7.121579723,0.735610816,76.65607917,7.918052335
Census Tract 240600,4257244,420593,596568,603293,7.136225879,0.697162075,76.81372914,7.504193357
Census Tract 240700,3365311,389201,502666,513464,6.694924662,0.757990823,72.06360033,8.15894883
Census Tract 240800,2868019,485263,563572,582928,5.089001938,0.832457868,54.77758455,8.960505773
Census Tract 240900,1947264,336306,422379,480394,4.610229202,0.700062865,49.62411549,7.53541721
Census Tract 241000,4118504,694351,745944,822128,5.521197302,0.84457773,59.42969874,9.09096294
Census Tract 241100,7481137,1148755,1484037,1479152,5.041071752,0.776630799,54.26166811,8.359587949
Census Tract 241200,5690639,830468,941748,1103507,6.042634548,0.752571574,65.04240496,8.100616493
Census Tract 241300,4861915,640571,792775,817791,6.132780423,0.783294265,66.0127275,8.431312925
Census Tract 241400,16404070,2046497,2459775,2558331,6.668931101,0.79993441,71.78380786,8.61042604
Census Tract 241500,16097830,1414966,1637643,1641548,9.829877452,0.86197053,105.8079659,9.278177564
Census Tract 241600,7961960,1048868,1418557,1401683,5.612717712,0.748291875,60.41481666,8.054550174
Census Tract 242000,10729774,1075768,1935116,1352207,5.544770443,0.795564584,59.68343802,8.563389604
Census Tract 242100,10992936,1309929,1556008,1572096,7.064832572,0.833237283,76.04525765,8.968895334
Census Tract 242200,9222359,1300397,1562080,1647185,5.903896727,0.789466271,63.54904285,8.497747879
Census Tract 242300,17948949,1996664,2640251,3004061,6.798197974,0.664654945,73.1752255,7.154289371
Census Tract 242400,7398493,1292642,1541721,1560674,4.798853359,0.828258816,51.6544499,8.91530754
Census Tract 242500,8461391,1124246,1534184,1367663,5.51523872,0.822019752,59.36556107,8.84815078
Census Tract 242600,11663180,1862002,2265210,2298491,5.148829468,0.810097581,55.42156301,8.719821549
Census Tract 242700,3098870,560828,763098,759625,4.060906987,0.73829587,43.71125784,7.946954024
Census Tract 242800,5681349,820741,1090175,1106121,5.211410095,0.741999293,56.09517556,7.986817358
Census Tract 242900,7288027,954287,1072229,1236008,6.797080661,0.772071864,73.16319883,8.310515953
Census Tract 243000,9280368,908803,1164052,1057504,7.972468584,0.859384929,85.81497459,9.250346372
Census Tract 243100,7138634,898816,1146761,1153676,6.225040789,0.779088756,67.00581024,8.38604519
Census Tract 243200,6391095,816538,1119520,1045687,5.708781442,0.780862725,61.44883849,8.405140035
Census Tract 243300,8067244,854332,1336677,1331389,6.035297981,0.641684737,64.96343478,6.907039996
Census Tract 243400,8896093,973450,1430716,1397075,6.217930742,0.696777195,66.92927831,7.500050539
Census Tract 243500,15576002,830280,2166516,1788625,7.189423941,0.464200154,77.38634857,4.996611022
Census Tract 250200,7196303,1037110,964868,1109346,7.458329015,0.934884157,80.28081994,10.06301365
Census Tract 250300,10806730,1513309,1664806,1616528,6.49128487,0.936147719,69.87163892,10.07661452
Census Tract 250400,17382403,2270573,3141046,2409619,5.533953657,0.942295442,59.56700707,10.14278809
Census Tract 250500,28658313,3731252,3742678,3812367,7.657167675,0.978723192,82.42110239,10.5348933
Census Tract 250600,10368746,1779725,1584405,1556446,6.544252259,1.143454383,70.44177539,12.30804584
Census Tract 250700,12294679,2244011,2272164,2186219,5.410999822,1.02643468,58.24354243,11.0484557
Census Tract 250800,11334453,1065564,1113647,1150924,10.17777896,0.925833504,109.5527481,9.965593191
Census Tract 251000,8140650,501822,1315546,973426,6.188039035,0.515521467,66.6075265,5.549029283
Census Tract 251100,9912165,1544530,1517088,1445883,6.533678336,1.068226129,70.32795858,11.49829531
Census Tract 251200,9558358,1577985,1487254,1458293,6.426849751,1.082076784,69.17806477,11.64738259
Census Tract 251300,10464081,1900490,1805429,1811186,5.795897263,1.049306918,62.38654579,11.29465053
Census Tract 251400,7666279,1624563,1573489,1573861,4.872152904,1.032215043,52.44343997,11.11067504
Census Tract 251500,7147180,1383846,1488839,1388870,4.800505629,0.996382671,51.67223479,10.72497843
Census Tract 251600,7116289,1197521,1184808,1130881,6.006280342,1.058927509,64.65109138,11.39820575
Census Tract 251700,2796035,631896,469218,468304,5.958925276,1.349328641,64.14136546,14.52405887
Census Tract 251800,11853334,1932831,2154876,2128297,5.500703521,0.908158495,59.20910542,9.775340891
Census Tract 251900,9139499,1718069,2044362,1999325,4.470587401,0.859324522,48.12102301,9.249696156
Census Tract 252000,10069079,1599663,2158448,2098854,4.66496251,0.762160207,50.21326018,8.203827728
Census Tract 252101,3801678,591266,720008,628448,5.280049666,0.9408352,56.83400607,10.12707017
Census Tract 252102,14662454,2533631,2362781,2244479,6.205591631,1.128828116,66.79646116,12.15060994
Census Tract 252201,5883032,1011822,1017074,1191632,5.784271351,0.8491061,62.26140545,9.139705928
Census Tract 252202,8120572,1535342,1652830,1563999,4.913132022,0.981677098,52.88453572,10.56668889
Census Tract 260100,4035921,551551,641279,691116,6.293549298,0.798058502,67.74323001,8.590233927
Census Tract 260200,4092300,570575,544528,726601,7.515316017,0.785265916,80.89422319,8.452535615
Census Tract 260300,3522618,655147,654438,575669,5.382661154,1.138061977,57.93850741,12.25000244
Census Tract 260400,2922058,541195,585311,579340,4.992316905,0.934157835,53.73687507,10.05519558
Census Tract 260500,3219489,610631,707020,668354,4.553603858,0.913634092,49.01460511,9.834279755
Census Tract 260600,3944769,764083,890970,829278,4.427499242,0.92138342,47.65722573,9.917692865
Census Tract 260700,4020888,685206,825422,711499,4.871311887,0.963045626,52.43438733,10.36614131
Census Tract 260800,4913171,945121,1026831,1021674,4.784790292,0.925071011,51.50307624,9.957385778
Census Tract 260900,2926546,464310,566779,514404,5.163469359,0.902617398,55.57914555,9.715696996
Census Tract 261000,4309282,846877,878193,806611,4.906987416,1.049919974,52.81839571,11.30124941
Census Tract 270500,2579003,465119,559274,514364,4.611340774,0.904260407,49.63608036,9.733382205
Census Tract 271200,3563467,627415,476575,449538,7.477242826,1.395688462,80.4844066,15.02307205
Census Tract 271300,1676777,322522,381454,342724,4.395751519,0.94105461,47.31549594,10.12943188
Census Tract 271400,2919792,540132,612641,609054,4.765910215,0.88683762,51.2998527,9.545844809
Census Tract 271500,2336536,385253,566839,585097,4.122045237,0.658442959,44.36934477,7.087424077
Census Tract 271800,1792649,346248,368672,334214,4.862449549,1.03600687,52.33899388,11.15148994
Census Tract 280100,315335257,1760137,9729993,8703798,32.40858005,0.202226315,348.8432026,2.176746881
Census Tract 280400,11424703,803952,1014444,980937,11.26203418,0.819575569,121.2235792,8.821841804
Census Tract 280800,1114691,186472,173716,192888,6.41674342,0.966737174,69.06928108,10.40587682
Census Tract 280900,9056812,4003479,387478,378103,23.37374509,10.58832911,251.5930066,113.971875
Census Tract 281900,101318697,2235448,17235206,10058263,5.878589267,0.222249905,63.27663549,2.392279102
Census Tract 282700,5991883,812747,844303,906905,7.096839642,0.896176557,76.38977904,9.646368325
Census Tract 282800,4384685,641892,703906,684234,6.229077462,0.938117662,67.04926065,10.09781882
Census Tract 283100,4930358,640907,603063,641190,8.175527267,0.999558633,88.000681,10.75916422
Census Tract 283200,4103528,372128,404835,436502,10.1362975,0.852523012,109.1062453,9.176485286
Census Tract 283800,5157750,390140,394262,354264,13.08203682,1.10126911,140.813933,11.85396715
Census Tract 290900,9198626,1378475,1758397,1533977,5.23125665,0.898628206,56.30880219,9.672757675
Census Tract 291200,2844674,626248,717098,641057,3.966925023,0.97689909,42.69964396,10.51525882
Census Tract 291600,1319986,232564,286545,295665,4.606557434,0.786579406,49.5845929,8.466673904
Census Tract 292200,4435552,1018759,1102986,1069747,4.021403717,0.952336394,43.28604799,10.25086804
Census Tract 292400,3799191,774761,814151,839871,4.666445168,0.92247619,50.22921938,9.929455344
Census Tract 292500,23500983,1896727,2108544,1945895,11.14559763,0.97473245,119.970266,10.49193729
Census Tract 300500,5423650,817556,921692,919592,5.884449469,0.889042097,63.33971421,9.569573608
Census Tract 300600,4669719,829026,903292,895490,5.169667173,0.925779182,55.64585829,9.965008475
Census Tract 300700,6679434,1136038,1266659,1256425,5.273269286,0.9041829,56.76102263,9.732547925
Census Tract 300800,6397389,1055094,1075509,1117078,5.948243111,0.94451238,64.02638355,10.16665102
Census Tract 300900,6373518,1143682,1114510,1176974,5.71867278,0.971713904,61.55530801,10.45944591
Census Tract 301100,2490850,523754,579404,598124,4.298986545,0.875661234,46.27392597,9.425543138
Census Tract 301200,7072492,1215969,1122914,1262171,6.298338074,0.963394817,67.79477599,10.36989997
Census Tract 301600,6172987,1068556,972738,1032538,6.345991418,1.034882978,68.30771254,11.13939246
Census Tract 301701,6732420,1176628,1072277,1101258,6.27862017,1.068439911,67.58253415,11.50059644
Census Tract 301702,4928910,837468,831164,840430,5.930129313,0.996475614,63.83140816,10.72597886
Census Tract 301801,6195484,955752,860729,855074,7.197949645,1.117741856,77.47811852,12.03127839
Census Tract 301802,6324166,920181,954102,917349,6.628396125,1.003087157,71.34749282,10.79714494
Census Tract 301803,7437676,1095627,1034179,1065399,7.191865238,1.028372469,77.41262648,11.0693139
Census Tract 310200,3249930,566737,729273,847721,4.456396987,0.668541891,47.9682786,7.196128118
Census Tract 310300,3196344,522644,838225,873674,3.813229145,0.598213979,41.04527459,6.439124454
Census Tract 310400,2366661,345803,421232,411324,5.618426425,0.840707082,60.47626476,9.049299619
Census Tract 310500,3600893,490243,515437,518147,6.986097234,0.946146557,75.19775717,10.18424116
Census Tract 310600,10729911,1562698,2030389,2028013,5.284657768,0.770556205,56.88360728,8.294201528
Census Tract 310700,3013977,501521,580822,583836,5.18915778,0.859010064,55.85565353,9.246311362
Census Tract 310800,9876952,1389790,2156337,1776585,4.58043061,0.782281737,49.30336598,8.420414165
Census Tract 310900,9221252,1519169,1531080,1586216,6.022710766,0.957731482,64.82794707,10.30894031
Census Tract 320100,474316721,16266515,35948926,31793201,13.19418335,0.511635019,142.0210688,5.507195883
Census Tract 320400,170754061,6386207,12944319,11662381,13.19142869,0.547590325,141.9914178,5.894215739
Census Tract 320600,40868441,2495299,8525700,5951421,4.793558417,0.41927785,51.5974556,4.513071158
Census Tract 330100,325814640,6803745,21879578,20444102,14.8912671,0.332797449,160.2883341,3.582203474
Census Tract 330200,10505912,979454,2167592,2192523,4.8468125,0.446724618,52.17067802,4.808505841
Census Tract 340300,3632598,492403,649962,655012,5.588939046,0.751746533,60.15886511,8.09173582
Census Tract 340400,4288449,629408,723326,713750,5.928791444,0.881832574,63.81700746,9.491970921
Census Tract 340500,3952160,717096,791206,790557,4.995108733,0.907076909,53.76692607,9.763698794
Census Tract 340600,20206591,247435,868092,927003,23.27701557,0.266919309,250.5518182,2.873096765
Census Tract 350400,1650743,339288,156500,256030,10.54787859,1.325188454,113.5364692,14.26421595
Census Tract 351000,10833487,2617558,2479506,2699131,4.369211851,0.969778051,47.02982521,10.43860856
Census Tract 351100,1104284,421669,302033,535544,3.656170021,0.787365744,39.35470352,8.475137983
Census Tract 351400,3379257,362492,401005,379337,8.426969739,0.955593575,90.7071864,10.28592807
Census Tract 351500,155251,19679,30181,34261,5.143997879,0.574384869,55.3695562,6.182629938
Census Tract 360200,1274795,184569,220155,216331,5.790443097,0.853178694,62.3278376,9.183542983
Census Tract 380100,4901315,760038,877901,860867,5.582992843,0.882875055,60.0948607,9.503192093
Census Tract 380200,6788309,458628,689088,644011,9.851149635,0.712143116,106.0369378,7.665448
Census Tract 380700,3367893,478576,651221,551364,5.171659083,0.867985578,55.66729905,9.342923023
Census Tract 381200,2574819,538060,678308,712751,3.795943731,0.754905991,40.85921585,8.125743959
Census Tract 381400,3573131,572710,654690,627643,5.457744887,0.912477316,58.74670233,9.821828315
Census Tract 381500,1659769,98565,156748,169604,10.58877306,0.58114785,113.9766537,6.255426093
Census Tract 381700,182440,115116,47970,179966,3.80321034,0.639654157,40.93743302,6.885183007
Census Tract 381800,1898322,375347,548946,524019,3.458121564,0.716285097,37.22292675,7.710031932
Census Tract 381900,2064020,359294,513004,1760433,4.023399428,0.204094106,43.30752966,2.196851624
Census Tract 390100,5737322,489985,708428,733627,8.098666343,0.667893902,87.17335654,7.18915323
Census Tract 390200,5398370,900321,920548,939368,5.864300395,0.958432691,63.12283129,10.31648807
Census Tract 390300,6152267,1074211,1225612,1157984,5.019750949,0.927656168,54.03217279,9.985212189
Census Tract 390400,6047249,1375629,1303882,1215453,4.637880575,1.131782965,49.92175253,12.18241569
Census Tract 390500,4717887,1189558,1378143,1311821,3.423365355,0.906799022,36.84881387,9.760707643
Census Tract 390600,3719711,925555,866031,906058,4.295124539,1.02151849,46.23235568,10.99553825
Census Tract 390700,18706536,2990625,5692601,4534879,3.286114028,0.65947184,35.37145224,7.098498868
Census Tract 400300,2659642,629005,548158,608456,4.85196239,1.033772368,52.226111,11.12743795
Census Tract 400400,3248764,463700,675012,613078,4.812898141,0.756347479,51.80562674,8.141260018
Census Tract 400500,2778285,769116,908631,874702,3.05766037,0.879289175,32.91239648,9.464593986
Census Tract 400800,3730070,764885,540012,466217,6.90738354,1.64062014,74.35048965,17.65949582
Census Tract 410100,7125066,1117974,1123824,1421209,6.340019434,0.786635885,68.24343061,8.467281846
Census Tract 410200,2185524,577795,558901,565921,3.91039558,1.020981727,42.09116584,10.98976058
Census Tract 410500,5759656,985176,1273475,1249148,4.522786863,0.788678363,48.68289358,8.489266904
Census Tract 410600,4947532,1050508,1227666,1137703,4.030030969,0.923358732,43.37891101,9.938954958
Census Tract 410700,5646450,1062545,1077363,903725,5.240991198,1.175739301,56.41358404,12.65555796
Census Tract 410800,9266758,1006377,1194390,1387917,7.758569646,0.725098835,83.51258459,7.804902265
Census Tract 410900,9018902,1269268,1619614,1368564,5.568550284,0.927445118,59.93940222,9.982940461
Census Tract 411000,8395500,2209005,3438125,4231787,2.441883294,0.52200288,26.28422434,5.618794653
Census Tract 411100,6142700,1674829,2048247,1538649,2.999003538,1.088506216,32.28101932,11.71658844
Census Tract 411200,4741982,1013109,1111028,1119558,4.268103054,0.904918727,45.9414987,9.740468304
Census Tract 420100,2229768,197051,191390,211527,11.65038926,0.931564292,125.4038003,10.0272789
Census Tract 420200,5838941,674008,716239,824929,8.152224327,0.81704971,87.74985014,8.794653668
Census Tract 420300,2223192,391609,578434,564603,3.843467016,0.693600636,41.37075246,7.465858327
Census Tract 420400,111504869,680347,783242,1335680,142.3632402,0.50936377,1532.385824,5.482748348
Census Tract 420500,4271710,1066302,1081773,1001179,3.948804416,1.06504631,42.50459529,11.46406801
Census Tract 420600,2744129,701107,862767,849802,3.180614233,0.825023947,34.23586142,8.880487678
Census Tract 420700,5195517,1145836,1324691,1226696,3.92205956,0.934083098,42.21671592,10.05439112
Census Tract 420800,5304379,850339,1070484,979619,4.955122169,0.868030326,53.3365141,9.343404692
Census Tract 421200,2724264,525716,511519,496385,5.325831494,1.059089215,57.32679778,11.39994634
Census Tract 430101,7276321,1687727,1882438,1838144,3.865370865,0.918169088,41.60652363,9.883094065
Census Tract 430102,4297588,1404329,1500468,1542575,2.864165047,0.910379722,30.82962926,9.799249994
Census Tract 430200,13320955,2097973,2407847,2200094,5.53230957,0.953583347,59.54931024,10.26429014
Census Tract 430300,3642086,942869,999921,913255,3.642373748,1.032426869,39.2062016,11.11295511
Census Tract 430400,6012143,1208170,1156172,1154209,5.200042035,1.046751498,55.97281073,11.26714421
Census Tract 430500,6181769,1381342,1589859,1493370,3.888249839,0.924983092,41.85279096,9.956439425
Census Tract 430600,4228763,1274663,1039817,1946785,4.066833876,0.654752836,43.77505436,7.047703907
Census Tract 430700,1985309,916352,636799,930909,3.117638376,0.984362596,33.55799464,10.59559536
Census Tract 430800,4016724,920521,1034923,970323,3.881181499,0.948674823,41.77670795,10.2114552
Census Tract 430900,3446337,745676,815424,788537,4.226435572,0.945644909,45.49299347,10.17884147
Census Tract 431200,8790105,1592061,1483814,1452788,5.923993843,1.095866018,63.76536649,11.79580872
Census Tract 431301,5674580,1634374,1534324,1416518,3.69842354,1.153796846,39.80951681,12.41937123
Census Tract 431302,6409719,1808217,1708764,1702779,3.751084995,1.06192113,40.37636023,11.43042884
Census Tract 431400,6888025,2074358,1808112,2179996,3.809512353,0.951542113,41.00526736,10.24231847
Census Tract 440101,5453507,1511430,1773877,1640204,3.074343373,0.921489034,33.09197091,9.918829686
Census Tract 440102,7635251,1515526,1735898,1661855,4.398444494,0.911948395,47.34448289,9.816135055
Census Tract 440201,10963869,2864459,2884743,2757570,3.80063978,1.038762026,40.90976373,11.18114621
Census Tract 440202,12677128,1853744,1430551,1170268,8.861709929,1.584033743,95.38669288,17.05040464
Census Tract 440300,15809280,2613463,2405063,2372412,6.573333006,1.101605876,70.75479808,11.85759207
Census Tract 440600,6359695,935705,922036,957185,6.897447605,0.977559197,74.24354009,10.52236415
Census Tract 440700,5557546,791704,636066,627522,8.737373166,1.261635449,94.04834253,13.58013679
Census Tract 440800,3439495,689780,731737,714658,4.700452485,0.965188944,50.59527125,10.3892118
Census Tract 440900,6702112,1238784,1131291,1071015,5.92430418,1.156644865,63.76870693,12.45002707
Census Tract 450300,11278992,2022068,1824487,1899474,6.182007326,1.064541026,66.5426017,11.45862917
Census Tract 460100,5912161,1132172,1143263,1124028,5.171304416,1.007245371,55.66348143,10.84190361
Census Tract 460200,3574334,618799,757726,684313,4.717185368,0.904263108,50.77538258,9.733411275
Census Tract 460301,5986779,1149012,1049204,1008419,5.706019992,1.13941923,61.41911448,12.26461179
Census Tract 460302,6686502,1471418,1248809,1276934,5.35430318,1.152305444,57.63326459,12.40331791
Census Tract 460400,8443283,1739162,1657687,1648325,5.093412086,1.055108671,54.82505501,11.3571001
Census Tract 460500,14684130,3003328,2745107,2771576,5.349201324,1.083617408,57.57834865,11.66396572
Census Tract 460600,1692157,382194,394303,383443,4.291514394,0.996742671,46.19349638,10.72885344
Census Tract 460700,4351739,891769,882417,778877,4.931612832,1.144942013,53.08346158,12.32405856
Census Tract 461000,4832740,462037,554780,581519,8.711092685,0.794534658,93.76546167,8.552303568
Census Tract 470100,11448151,1610642,1528580,1193064,7.489402583,1.350004694,80.61529319,14.53133584
Census Tract 480100,7912873,1084696,1055036,1058231,7.500097627,1.025008717,80.73041373,11.03310676
Census Tract 480200,4758706,757866,730344,741564,6.515704928,1.021983268,70.13449434,11.00054108
Census Tract 480300,4556898,739151,700104,689515,6.508887251,1.071986831,70.06110945,11.53877519
Census Tract 480400,19712964,3085374,2849695,2872728,6.917569775,1.074022323,74.46013342,11.56068505
Census Tract 480500,7830687,1405503,1177698,1284531,6.649146895,1.094176007,71.57085234,11.77761759
Census Tract 490300,6767380,998831,1025773,997682,6.597346586,1.00115167,71.01327822,10.77631152
Census Tract 490400,2839555,481734,408197,398822,6.956334809,1.207892243,74.87739695,13.00164949
Census Tract 490500,5311036,924193,768748,788953,6.908682689,1.171417055,74.36447358,12.60903367
Census Tract 490600,4338100,704150,588454,585719,7.37202908,1.202197641,79.35189477,12.94035328
Census Tract 490700,8616509,1214568,979824,954739,8.793935441,1.272146629,94.65717406,13.69327824
Census Tract 490800,10727210,1597303,1414944,1418728,7.581367178,1.125869793,81.60519227,12.11876681
Census Tract 490901,10242014,1524823,1586774,1478632,6.454614205,1.03123901,69.47691899,11.1001691
Census Tract 490902,12765900,1975134,1827746,1795771,6.984504411,1.099880775,75.18061216,11.83902323
Census Tract 491000,9739747,1644001,1256253,1237644,7.753013923,1.328331087,83.45278326,14.29804298
Census Tract 491100,14954420,2115032,1836708,1855369,8.141969219,1.139952214,87.63946502,12.2703488
Census Tract 491200,8558764,1309958,1095413,1121975,7.813275906,1.167546514,84.10143812,12.56737149
Census Tract 491300,7038087,1143283,885936,821559,7.944238636,1.39160182,85.51110982,14.97908378
Census Tract 491400,7587747,1148673,1339034,1213494,5.666582775,0.946583172,60.99461562,10.18894085
Census Tract 500100,28587295,2875493,3304611,3407390,8.650729239,0.843898996,93.11571466,9.083657105
Census Tract 500200,14286785,1877929,999303,1312379,14.29674983,1.430934966,153.8890007,15.40246242
Census Tract 500300,6432132,741624,1134716,1141953,5.668495024,0.649434784,61.01519891,6.990460847
Census Tract 510100,9717226,1142645,1118474,1130472,8.68793195,1.010768069,93.51616148,10.87982163
Census Tract 510200,8217604,1240030,1163093,1198589,7.065302603,1.034574821,76.05031703,11.13607549
Census Tract 510300,31757845,2068049,2191196,2204022,14.49338398,0.938306877,156.0055539,10.09985552
Census Tract 520100,3763577,626980,593371,693161,6.342704649,0.904522903,68.27233403,9.73620769
Census Tract 520200,5865762,1114835,1125806,1114122,5.210277792,1.000639966,56.08298755,10.77080359
Census Tract 520300,10764162,1785425,1570437,1687065,6.854246302,1.058302436,73.77852494,11.39147752
Census Tract 520400,8140488,1541644,1237357,1364563,6.578932353,1.129771216,70.81506898,12.1607614
Census Tract 520500,9641992,1478798,1407461,1520219,6.850628188,0.972753268,73.73957986,10.47063354
Census Tract 520600,4870195,771572,701359,739025,6.943940265,1.044040459,74.74398313,11.23796281
Census Tract 530100,4656135,774605,789252,770750,5.899427559,1.005001622,63.5009371,10.81775208
Census Tract 530200,9376806,1660112,1490548,1396687,6.290844709,1.188607039,67.71411805,12.7940652
Census Tract 530300,11319883,1876648,1490046,1465677,7.597002374,1.280396704,81.7734882,13.78208135
Census Tract 530400,5292442,758292,678166,717561,7.804050926,1.056763118,84.00214122,11.37490844
Census Tract 530501,11097993,1891753,1826364,1755721,6.076550458,1.077479281,65.40747293,11.59789545
Census Tract 530502,5346321,653742,568587,556080,9.402819621,1.175625809,101.2111516,12.65433634
Census Tract 530503,14061022,2129420,1843582,1853382,7.62701198,1.148937456,82.09650905,12.36706518
Census Tract 530600,7078465,1057924,1022596,974340,6.922054262,1.08578525,74.50840405,11.68730019
Census Tract 540101,12571193,3214740,786298,1196700,15.98782268,2.686337428,172.0915652,28.91550787
Census Tract 540102,16354381,793696,612182,574763,26.71490014,1.380910045,287.5569158,14.86399841
Census Tract 550100,15964181,2285961,2413216,2480318,6.615313756,0.92164029,71.2066753,9.920457786
Census Tract 550200,10007864,1188114,1202910,1166531,8.319711367,1.018501866,89.5526664,10.96306756
Census Tract 560100,3914491,417501,483504,498196,8.09608814,0.838025596,87.14560498,9.02043633
Census Tract 560200,4445042,600405,506165,505605,8.781804352,1.187498146,94.52659604,12.78212916
Census Tract 560300,8436409,1019133,936737,966513,9.006166085,1.054443137,96.94160668,11.34993636
Census Tract 560400,4041996,465491,488775,485908,8.269645542,0.957981758,89.01376212,10.31163426
Census Tract 560700,8660325,1176996,1228778,1241401,7.047916711,0.948119101,75.86317676,10.20547346
Census Tract 560800,16891386,1975829,2081534,2111861,8.114873934,0.93558667,87.34781368,10.07057544
Census Tract 560900,21730301,2060256,2095131,2141200,10.37181016,0.962196899,111.6412835,10.35700568
Census Tract 561000,22429750,2313388,2288615,2347681,9.800578079,0.98539282,105.4925899,10.6066846
Census Tract 561100,14917880,2028821,2022738,2066682,7.375092573,0.981680297,79.38486995,10.56672333
Census Tract 570100,6320560,783393,548176,1089963,11.53016549,0.718733572,124.1097219,7.73638711
Census Tract 570200,61442697,1949292,2373642,3067443,25.88541027,0.635477823,278.6283572,6.840229304
Census Tract 570300,15648943,2344530,1937523,2220812,8.076777927,1.055708453,86.9377515,11.3635561
Census Tract 570400,4152518,521034,480910,537520,8.634709197,0.969329513,92.94327629,10.43378054
